0 3.653062 -0.301441 -0.322810 2.251362 -0.693264
1 5.254139 -0.665981 -0.317632 3.812388 -1.113061
2 6.628446 -0.926745 -0.252918 5.295864 -1.437027
3 8.281208 -1.179677 -0.203447 6.925956 -1.716934
4 10.008667 -1.474414 -0.192709 8.572574 -2.046211
5 11.315017 -1.713778 -0.191175 10.003120 -2.288725
7 14.673322 -2.088668 -0.146881 13.282244 -2.728215
8 16.082217 -2.173455 -0.115530 14.777013 -2.858819
9 17.656525 -2.247178 -0.078236 16.361972 -2.974476
10 19.130870 -2.347747 -0.078523 17.884148 -3.069676
11 21.508544 -2.445783 -0.103259 19.833523 -3.378095
14 25.481758 -2.853942 -0.048419 24.257067 -3.644343
15 27.094612 -2.691238 0.012653 25.882775 -3.541639
16 28.605214 -2.468413 0.063466 27.457459 -3.368019
17 30.374985 -2.264414 0.087722 29.154152 -3.250161
21 36.423243 -1.093305 0.213413 35.405225 -2.161910
24 40.857116 0.436742 0.300658 39.960127 -0.701195
28 47.369263 1.756525 0.162695 46.300935 0.609583
29 49.051438 1.463165 0.033170 47.889886 0.435328
30 50.808422 0.830158 -0.122817 49.477737 -0.011915
31 52.339884 0.042885 -0.256369 50.972550 -0.485158
32 53.902662 -0.527957 -0.293185 52.518083 -0.966524
33 55.635281 -1.056318 -0.298554 54.157936 -1.475309
34 57.162755 -0.917919 -0.252630 55.702010 -1.595563
62 57.748959 40.197821 1.637714 58.652354 39.055673
64 57.381463 42.616813 1.684404 58.274224 41.849322
68 56.218800 49.440358 1.743462 57.213719 48.391954
69 55.889246 50.869550 1.761966 56.910243 49.876710
70 55.594120 52.603879 1.752475 56.654326 51.516288
74 54.754115 58.839547 1.713646 55.757125 57.748730
75 54.602163 60.369726 1.698402 55.585280 59.278464
76 54.434669 61.874613 1.692841 55.388503 60.802762
77 54.256948 63.532307 1.686993 55.237319 62.410905
78 54.157607 65.040431 1.668106 55.114954 63.930693
79 54.087465 66.538209 1.651711 54.982142 65.449460
80 53.962400 68.083971 1.651328 54.861141 67.001511
81 53.843057 69.713621 1.648739 54.749662 68.604596
82 53.719875 71.317691 1.645959 54.632844 70.180537
83 53.618318 72.832772 1.645575 54.540014 71.723531
84 53.638758 74.587868 1.610102 54.569401 73.381006
85 53.796171 76.062950 1.560248 54.618731 74.879207
86 53.880020 77.738227 1.541648 54.658050 76.501276
87 53.732485 79.350671 1.566096 54.582868 78.100410
88 53.502704 80.778082 1.627647 54.413417 79.625467
89 53.152744 82.310858 1.684979 54.134011 81.192879
90 52.746797 83.920530 1.725630 53.810539 82.787269
91 52.453321 85.248672 1.774813 53.554355 84.239568
92 52.305688 86.778801 1.735313 53.335209 85.759904
93 52.130491 88.458243 1.710482 53.113605 87.364470
94 51.923543 89.954390 1.712112 52.910405 88.901642
95 51.750731 91.574605 1.698881 52.725851 90.481457
104 49.916624 105.634132 1.719590 50.905831 104.591759
105 49.739968 107.209667 1.704729 50.732992 106.149019
107 49.417068 110.331995 1.692745 50.354999 109.265672
108 49.226128 111.650317 1.699552 50.177005 110.702060
109 48.950308 113.618808 1.702812 49.955128 112.471089
110 48.829200 115.106992 1.686034 49.776969 113.996101
111 48.593533 116.694289 1.694663 49.555182 115.566964
112 48.277218 118.277586 1.716905 49.274541 117.158361
114 47.716011 121.341469 1.738381 48.763856 120.243367
115 47.440772 122.788129 1.744709 48.507739 121.735628
141 57.095885 160.976918 0.642448 56.745140 159.557536
145 62.780931 164.253891 0.543123 62.246763 162.807137
149 69.077020 166.837690 0.413693 68.186450 165.414641
150 70.174765 167.053032 0.354251 69.413993 165.856055
152 73.596635 167.663748 0.233067 72.599219 166.550791
153 75.235127 167.951272 0.190978 74.205363 166.784591
154 76.868599 167.941188 0.137768 75.783316 166.903561
155 78.367507 168.035983 0.114950 77.301571 167.100047
156 79.918920 168.314768 0.137672 78.863932 167.358436
157 81.527689 168.537790 0.136426 80.451091 167.501743
158 83.131060 168.552047 0.089735 82.011987 167.640595
159 84.759931 168.760254 0.099706 83.606096 167.811940
160 86.901609 169.070569 0.111307 85.501172 167.837381
162 89.915091 169.637882 0.132399 88.614171 168.450755
164 93.029597 169.847938 0.102295 91.721142 168.749833
165 94.119391 170.403967 0.139110 93.060237 169.233294
166 95.321688 171.795706 0.374193 94.481512 170.269226
167 95.189136 173.484555 0.696329 95.098784 171.727583
168 94.033208 174.911026 1.209254 94.850321 173.385904
169 91.786442 175.519873 1.823709 93.439441 174.708947
171 88.756183 172.617814 3.092119 90.040378 173.934668
172 88.242202 171.530229 3.598333 88.920184 172.888462
175 84.376046 168.965993 3.713190 84.708543 170.676526
178 79.334374 168.086119 3.405531 80.273283 169.182794
179 77.741702 167.669649 3.403038 78.699907 168.789116
180 76.193809 167.264536 3.402271 77.174292 168.370869
181 74.714216 166.819746 3.414543 75.671707 167.925028
182 73.133050 166.269996 3.425281 74.116225 167.448542
183 71.795497 165.641044 3.461233 72.697725 166.853457
184 70.563218 164.949712 3.535056 71.334184 166.183305
185 69.126445 163.878921 3.592197 69.897904 165.289441
186 67.873709 163.189810 3.666212 68.529857 164.579045
189 63.592431 161.313020 3.581076 64.334372 162.581762
191 60.658732 159.846862 3.601113 61.421546 161.140644
192 59.418251 159.141915 3.612139 60.100490 160.406117
194 56.485201 157.602057 3.627766 57.204801 158.894269
195 55.171677 156.589973 3.644256 55.857024 158.008060
197 52.743741 154.513271 3.776754 53.300351 156.022932
198 51.956401 153.478624 3.850002 52.299608 154.962761
199 51.125386 152.136315 3.948752 51.325883 153.688725
200 50.518210 150.710696 4.049419 50.518762 152.305737
202 50.162126 147.672976 4.362447 49.654562 149.250075
203 50.188607 146.614633 4.549305 49.466938 147.887444
205 50.040538 143.328009 4.599543 49.307009 144.659075
211 49.289825 133.815221 4.666846 48.488201 135.170623
213 49.517862 131.041352 4.730890 48.633865 132.195196
214 49.772980 129.356793 4.775951 48.820745 130.542452
216 50.305944 126.376134 4.862812 49.312941 127.455768
218 50.882318 123.079950 4.877385 49.796433 124.228443
219 50.997348 121.585774 4.838748 50.021869 122.718119
220 51.283871 120.234845 4.875851 50.261985 121.245775
223 52.109613 115.574270 4.896176 51.084489 116.595371
224 52.452380 113.901369 4.898477 51.410354 114.977150
225 52.752945 112.359120 4.905285 51.682945 113.409734
226 52.962262 110.740737 4.880933 51.917087 111.830858
227 53.217947 109.152518 4.855910 52.193995 110.277632
228 53.454689 107.748443 4.884096 52.450922 108.796091
229 53.740201 106.128550 4.885439 52.690029 107.199976
230 53.914135 104.651871 4.863100 52.934054 105.694034
231 54.200883 103.145252 4.879303 53.199958 104.158034
232 54.463023 101.582973 4.878248 53.429881 102.591239
233 54.584949 99.770804 4.839036 53.607542 100.925346
234 54.774969 98.411208 4.842008 53.764918 99.458185
235 54.869350 96.676954 4.801070 53.930301 97.838351
237 55.211387 94.209444 4.809411 54.093257 95.026223
238 55.230354 91.916298 4.744984 54.301462 93.132922
239 55.794304 90.490361 4.847856 54.708905 91.595146
240 56.183707 89.139252 4.952071 55.030958 90.096717
241 56.131771 87.401173 4.842200 55.081418 88.494406
242 56.094983 85.810098 4.790715 55.193963 86.938055
243 56.258934 84.228493 4.799440 55.337275 85.357638
244 56.453911 82.619216 4.803946 55.525014 83.754041
245 56.682002 81.141574 4.834817 55.721249 82.214778
246 56.914710 79.528734 4.838365 55.955537 80.625663
247 57.098472 77.794063 4.832420 56.072368 78.973430
248 57.204603 76.393360 4.802604 56.265675 77.504538
249 57.486617 74.861449 4.846226 56.521758 75.938583
250 57.710276 73.325127 4.853704 56.716879 74.388310
251 57.914212 71.791395 4.852170 56.943645 72.848984
252 58.151379 70.108139 4.849774 57.154465 71.230938
253 58.331646 68.654217 4.846418 57.376087 69.726141
254 58.608880 67.118385 4.858115 57.633643 68.167894
255 58.989240 65.388283 4.882658 57.943224 66.514829
256 59.191259 63.948403 4.878440 58.110223 64.983963
257 59.185923 62.183807 4.811999 58.194436 63.330894
258 59.440074 60.526564 4.784771 58.438950 61.698483
259 59.908421 59.040676 4.891287 58.835593 60.133462
260 60.198613 57.578368 4.920624 59.128661 58.603059
261 60.432452 55.950421 4.893396 59.405219 57.001419
264 61.251600 51.230390 4.873646 60.227501 52.263110
265 61.358125 49.596127 4.837118 60.390565 50.661534
266 61.556405 47.864836 4.820436 60.598530 49.022040
267 61.817917 46.472453 4.852842 60.850515 47.519839
268 62.144385 44.823941 4.878536 61.122194 45.893364
269 62.395674 43.311986 4.863292 61.392773 44.353049
271 62.876081 40.112165 4.871537 61.890884 41.170660
272 63.324047 38.484128 4.885726 62.257715 39.558822
280 64.844780 26.011378 4.841145 63.878777 26.979103
287 66.724670 14.526131 4.885726 65.650730 15.651523
289 67.299812 11.566007 4.911708 66.222900 12.579084
291 67.584866 8.233883 4.835584 66.540705 9.352803
292 67.544078 6.553576 4.780553 66.628402 7.725179
293 67.641871 4.942089 4.773937 66.754236 6.115964
294 67.845238 3.362325 4.793879 66.923566 4.512367
297 68.410557 -1.010456 4.831749 67.475133 -0.086519
299 68.839665 -4.715275 4.813342 67.849077 -3.531582
301 68.900828 -7.687401 4.778156 68.004939 -6.600178
302 69.077740 -9.465216 4.776718 68.161092 -8.282947
303 69.226452 -11.056043 4.802987 68.186154 -9.911720
304 68.877997 -12.889084 4.686692 67.924001 -11.572887
305 68.129895 -14.554053 4.532144 67.387634 -13.118989
306 67.270804 -15.952775 4.400701 66.834014 -14.540793
308 66.222497 -19.156356 4.402043 65.822663 -17.685222
309 65.766088 -20.533667 4.403002 65.355632 -19.149210
313 64.328644 -26.862921 4.472414 63.801017 -25.448225
317 62.697252 -33.238253 4.444036 62.144893 -31.739403
319 61.705277 -36.243877 4.441159 61.207201 -34.792370
320 61.262901 -37.668784 4.427258 60.816527 -36.303086
321 60.876514 -39.297679 4.443748 60.411730 -37.896561
322 60.502801 -40.792039 4.458992 59.964506 -39.405308
323 59.862480 -42.390225 4.407795 59.419163 -40.953644
324 59.312056 -43.921435 4.394085 58.933616 -42.501682
325 58.939488 -45.598318 4.427929 58.472636 -44.175107
326 58.444725 -47.044975 4.415465 58.007583 -45.666767
327 57.964931 -48.596494 4.413644 57.526533 -47.208485
328 57.511378 -50.171230 4.415657 57.086625 -48.777368
329 57.053578 -51.765283 4.426011 56.602293 -50.346262
330 56.669158 -53.323669 4.423039 56.210012 -51.908846
331 56.448565 -54.913529 4.479988 55.918817 -53.510040
332 56.171622 -56.350122 4.510572 55.599452 -55.018402
333 55.899075 -57.949783 4.522173 55.277789 -56.608117
334 55.408411 -59.552231 4.483248 54.871496 -58.178109
335 54.988417 -61.138182 4.473085 54.474560 -59.753165
336 54.701301 -62.952861 4.471839 54.141963 -61.450086
337 54.361496 -64.186119 4.500889 53.807219 -62.861495
338 53.983106 -65.786558 4.494082 53.421174 -64.435285
339 53.523051 -67.501483 4.467045 53.032436 -66.079742
340 53.191293 -68.893780 4.475866 52.658561 -67.561866
341 52.796237 -70.532594 4.470113 52.291094 -69.163931
342 52.375136 -72.282343 4.478263 51.839788 -70.809205
343 52.002197 -73.671397 4.469442 51.503126 -72.302385
344 51.693084 -75.143271 4.478263 51.174529 -73.820635
345 51.459123 -76.912399 4.503669 50.891616 -75.501691
346 51.248882 -78.382696 4.544991 50.610113 -77.046336
347 50.828535 -79.956836 4.510093 50.247804 -78.601263
348 50.589347 -81.054529 4.507600 50.007900 -79.920079
349 50.244919 -83.240497 4.517283 49.672418 -81.811137
350 50.029027 -84.772797 4.543457 49.404804 -83.391940
351 49.755066 -86.239183 4.544991 49.154280 -84.918116
352 49.570943 -87.889038 4.551031 48.937600 -86.535959
353 49.401857 -89.408812 4.579697 48.754932 -88.114343
354 49.267699 -91.031437 4.602611 48.582715 -89.738610
355 49.143070 -92.568833 4.608267 48.455646 -91.305544
356 49.062883 -94.246078 4.630414 48.352275 -92.957313
357 48.934917 -95.927967 4.636263 48.204488 -94.607341
358 48.817667 -97.473920 4.636359 48.101902 -96.189593
359 48.846183 -99.130482 4.665408 48.060334 -97.825886
360 48.740937 -100.702304 4.664929 47.942694 -99.407976
361 48.553767 -102.207066 4.638947 47.824817 -100.956458
362 48.408731 -103.729424 4.630606 47.685091 -102.504966
363 48.293376 -105.473548 4.636167 47.549858 -104.178169
364 48.092456 -107.003937 4.616417 47.342167 -105.718626
365 47.713451 -108.800456 4.573849 47.062811 -107.402207
366 47.495298 -110.264872 4.570397 46.871226 -108.933154
367 47.282244 -111.838133 4.572027 46.631437 -110.511537
368 47.032814 -113.544952 4.564549 46.381186 -112.149999
369 46.825697 -114.953845 4.572602 46.199984 -113.650197
370 46.652274 -116.570667 4.584874 46.009243 -115.265798
371 46.506602 -118.079693 4.596571 45.838330 -116.825314
372 46.325985 -119.726405 4.594462 45.655201 -118.439799
373 46.258707 -121.288875 4.628689 45.562039 -120.023703
374 46.169373 -122.912605 4.639235 45.413217 -121.635172
375 45.975853 -124.488060 4.622073 45.252488 -123.217639
376 45.716460 -126.140525 4.598488 45.033938 -124.837007
377 45.509319 -127.721667 4.593119 44.857936 -126.433761
378 45.382782 -129.269222 4.606542 44.701927 -127.998931
379 45.220637 -130.980200 4.611144 44.523967 -129.650477
380 44.989834 -132.680734 4.595996 44.293926 -131.291771
381 44.865006 -134.161524 4.595420 44.177648 -132.834742
382 44.700891 -135.633989 4.612965 44.006544 -134.371332
383 44.505741 -137.348704 4.609322 43.808195 -136.037478
384 44.306242 -138.873676 4.598680 43.601223 -137.577813
385 44.054877 -140.465005 4.584491 43.416065 -139.160369
386 43.939079 -141.923748 4.602803 43.261785 -140.696060
387 43.743070 -143.789802 4.605391 43.044169 -142.431144
388 43.523309 -145.270164 4.588613 42.847491 -143.959198
389 43.346346 -146.844008 4.588038 42.684306 -145.549398
390 43.290908 -148.546314 4.624278 42.570463 -147.212743
391 43.130008 -149.977032 4.621402 42.376371 -148.717094
392 42.912968 -151.735404 4.591681 42.229412 -150.384513
393 42.684385 -153.370141 4.599639 41.945738 -151.983229
394 42.598612 -154.696984 4.583149 41.881279 -153.446605
395 43.039638 -156.471139 4.677776 42.085436 -155.167337
396 43.758178 -157.684224 4.860032 42.593981 -156.620159
399 47.721275 -160.111932 5.490115 45.998390 -160.015626
400 49.177374 -159.854189 5.800650 47.563991 -160.286102
401 50.471619 -160.005757 6.050593 49.097893 -160.523042
402 51.967130 -160.255880 6.078109 50.626307 -160.809432
403 53.638346 -160.508573 6.101023 52.221983 -161.104347
404 54.971424 -160.811200 6.090381 53.658737 -161.415878
405 56.567418 -161.170041 6.080122 55.216118 -161.739218
406 58.118300 -161.517360 6.073986 56.785063 -162.061082
407 59.633301 -161.813499 6.079355 58.333141 -162.366772
408 61.384768 -162.135234 6.086546 59.990318 -162.698652
409 62.825291 -162.414761 6.090860 61.494296 -162.978241
410 64.506139 -162.744377 6.089422 63.124470 -163.345837
411 65.938771 -163.107386 6.072165 64.622794 -163.658980
412 67.579462 -163.504770 6.061523 66.212176 -164.028227
413 69.176340 -163.839601 6.059605 67.795420 -164.365254
414 70.828795 -164.122092 6.077438 69.409480 -164.694194
415 72.304428 -164.406805 6.079259 70.940988 -164.994106
416 73.611565 -164.774690 6.066508 72.371862 -165.347823
417 75.391178 -165.186395 6.061618 74.037905 -165.710565
419 78.488851 -165.675321 6.103707 77.160851 -166.272849
421 81.714029 -166.475595 6.060372 80.324931 -167.011898
422 83.164269 -166.793057 6.064399 81.843100 -167.321398
423 84.978141 -167.062264 6.075999 83.559422 -167.637731
427 91.190864 -169.106980 5.932860 89.674871 -169.613715
428 92.520625 -170.589474 5.727882 90.878993 -170.805163
429 93.475632 -172.102242 5.556076 91.925848 -171.989926
431 94.983519 -175.501514 5.276124 93.529356 -174.890200
432 95.532922 -176.995459 5.201630 94.114415 -176.347310
433 95.836307 -178.744363 5.075940 94.416892 -177.952333
434 95.621674 -180.820161 4.873167 94.308973 -179.683142
435 94.712575 -182.497925 4.614116 93.871161 -181.171470
436 94.061449 -184.116755 4.509805 93.450629 -182.729233
437 93.453925 -185.684979 4.435503 93.000355 -184.272178
438 93.256267 -187.303895 4.480564 92.718495 -185.882310
439 92.998738 -188.744533 4.519105 92.395279 -187.396008
440 92.554604 -190.317221 4.489959 92.027785 -188.969041
441 92.194553 -191.880093 4.487850 91.645927 -190.526457
444 89.544123 -196.401065 4.163509 89.251002 -194.736061
445 87.775363 -196.887083 3.865821 87.912339 -195.402453
446 85.722300 -197.639335 3.681360 86.361381 -196.271408
447 84.528659 -198.530482 3.734378 85.074676 -197.148385
448 83.046370 -199.426211 3.715970 83.638472 -198.008220
449 81.627963 -200.136154 3.676949 82.245356 -198.783138
451 77.955125 -200.544137 3.357114 78.931673 -199.095532
452 76.130132 -199.648341 3.077738 77.412516 -198.750843
453 74.223867 -199.076877 2.980330 75.703014 -198.430996
454 72.952787 -198.717151 2.952527 74.305598 -198.105501
455 71.342792 -198.328232 2.938050 72.728277 -197.706714
456 69.781584 -197.870294 2.904686 71.174288 -197.369417
457 67.924235 -197.523506 2.911493 69.462846 -196.983953
458 66.714123 -197.149878 2.909767 68.077939 -196.622873
459 65.181349 -196.758177 2.903727 66.529953 -196.256831
460 63.521185 -196.452441 2.926162 64.917239 -195.896778
461 61.951429 -196.065453 2.916383 63.384419 -195.402462
462 60.381486 -195.012178 2.760396 61.970683 -194.517932
463 59.197777 -193.549129 2.557910 60.793067 -193.426789
464 58.123023 -192.370012 2.475363 59.604935 -192.434707
465 56.951149 -191.318531 2.456188 58.385902 -191.408213
466 55.559617 -190.160646 2.451299 57.088027 -190.294535
467 54.556588 -189.169994 2.422345 55.989488 -189.298295
468 53.319288 -187.860899 2.385050 54.826340 -188.085328
469 52.304482 -186.699874 2.352932 53.710746 -186.971396
470 51.120516 -185.671065 2.370285 52.536309 -185.898626
471 49.910244 -184.506054 2.378626 51.398460 -184.714911
472 48.833434 -183.309378 2.355233 50.284510 -183.581242
473 47.776331 -182.194746 2.345550 49.186881 -182.463450
474 46.551780 -181.028506 2.344975 47.996456 -181.315201
475 45.377552 -179.880767 2.365683 46.862299 -180.134507
476 44.300060 -178.695688 2.345358 45.764271 -178.983807
479 41.074248 -175.105734 2.316692 42.498802 -175.453946
483 40.926780 -167.821452 1.499176 41.661194 -169.131114
484 40.866030 -166.377734 1.505887 41.661887 -167.604439
487 40.348818 -161.613637 1.630523 41.252860 -162.764226
489 40.040491 -158.631281 1.654779 41.105258 -159.641776
492 40.375978 -153.295546 1.550085 41.239622 -154.637470
493 40.539340 -151.847443 1.518543 41.377288 -153.129208
494 40.814155 -150.464506 1.472331 41.506520 -151.657096
495 40.975291 -148.613770 1.477604 41.691905 -149.946238
496 41.094580 -147.092224 1.482877 41.859077 -148.384343
497 41.311269 -145.488984 1.461306 41.989593 -146.788386
498 41.349340 -143.893783 1.499943 42.092763 -145.178386
499 41.461052 -142.369064 1.497163 42.216361 -143.633054
500 41.652660 -140.770455 1.480385 42.355760 -142.041629
501 41.710593 -138.975815 1.485466 42.462577 -140.348649
503 41.979868 -135.829545 1.477604 42.714534 -137.183788
504 42.087657 -134.327756 1.500806 42.886179 -135.628033
505 42.281882 -132.686159 1.468592 42.984864 -134.016072
506 42.356957 -131.184719 1.500135 43.090022 -132.459657
507 42.490528 -129.573538 1.494191 43.244382 -130.858749
508 42.708650 -127.935737 1.474536 43.421730 -129.251614
509 42.794846 -126.355964 1.487671 43.519439 -127.655614
510 42.948444 -124.859625 1.482782 43.663598 -126.112336
