0.000000	0.000000	0.000000	678	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	680	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	685	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	683	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	681	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	680	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	680	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	683	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	683	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	682	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	680	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	680	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	680	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	667	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	670	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	649	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	623	1023	18.000000	21.000000	0.000000
0.000000	0.000000	0.000000	618	1023	18.000000	21.000000	0.000000
0.000000	0.000000	-0.000839	614	1023	18.000000	21.000000	0.000000
0.000060	-0.000000	-0.001258	613	1023	18.000000	21.000000	0.000000
0.000242	-0.000000	-0.000839	618	1023	18.000000	21.000000	0.000000
0.000362	-0.000000	-0.000839	611	1023	18.000000	21.000000	0.000000
0.000362	-0.000000	-0.000839	617	1023	18.000000	21.000000	0.000000
0.000362	-0.000000	-0.000839	613	1023	18.000000	21.000000	0.000000
0.000362	-0.000000	-0.000839	629	1023	18.000000	21.000000	0.000000
0.000362	-0.000000	-0.000839	649	1023	18.000000	21.000000	0.000000
0.000423	-0.000000	-0.000420	665	1023	18.000000	21.000000	0.000000
0.000543	-0.000000	0.000419	667	1023	18.000000	21.000000	0.000000
0.000664	-0.000000	0.001257	659	1023	18.000000	21.000000	0.000000
0.000785	-0.000000	0.002096	664	1023	18.000000	21.000000	0.000000
0.001570	0.000004	0.005870	666	1023	18.000000	21.000000	0.000000
0.004769	0.000057	0.019703	666	1023	18.000000	21.000000	0.000000
0.012191	0.000289	0.036891	666	1023	18.000000	21.000000	0.000000
0.023719	0.000723	0.038155	675	1023	18.000000	21.000000	0.000000
