0.000121	0.000000	0.000839	500	440	17.000000	20.000000	0.000000
0.000247	0.000000	0.002555	490	440	17.000000	20.000000	0.000000
0.001261	0.000006	0.005315	487	440	17.000000	20.000000	0.000000
0.004028	0.000033	0.012010	490	440	17.000000	20.000000	0.000000
0.008441	0.000127	0.028381	487	440	17.000000	20.000000	0.000000
0.014109	0.000309	0.035070	489	440	17.000000	20.000000	0.000000
0.015871	0.000394	0.043411	489	438	17.000000	20.000000	0.000000
0.022300	0.000672	0.042835	491	438	17.000000	20.000000	0.000000
0.034882	0.001211	0.042416	492	437	17.000000	20.000000	0.000000
0.038906	0.001376	0.041030	495	439	17.000000	20.000000	0.000000
0.046755	0.001698	0.041028	495	438	17.000000	20.000000	0.000000
0.057833	0.002165	0.042699	499	440	17.000000	20.000000	0.000000
0.073060	0.002812	0.042284	499	440	17.000000	20.000000	0.000000
0.089176	0.003487	0.041451	502	440	17.000000	20.000000	0.000000
0.106204	0.004157	0.037258	504	440	17.000000	20.000000	0.000000
0.123378	0.004744	0.030980	504	440	17.000000	20.000000	0.000000
0.140696	0.005277	0.030561	509	440	17.000000	20.000000	0.000000
0.156469	0.005771	0.032231	509	440	17.000000	20.000000	0.000000
0.172049	0.006269	0.031812	513	440	17.000000	20.000000	0.000000
0.174877	0.006361	0.031812	513	439	17.000000	20.000000	0.000000
0.187473	0.006754	0.030663	516	440	17.000000	20.000000	0.000000
0.204251	0.007314	0.034856	518	440	17.000000	20.000000	0.000000
0.220310	0.007885	0.036928	519	439	17.000000	20.000000	0.000000
0.236412	0.008440	0.033160	520	440	17.000000	20.000000	0.000000
0.257615	0.009139	0.032739	526	440	17.000000	20.000000	0.000000
0.277873	0.009827	0.035254	527	440	17.000000	20.000000	0.000000
0.280292	0.009925	0.037013	527	439	17.000000	20.000000	0.000000
0.294843	0.010473	0.038489	536	439	17.000000	20.000000	0.000000
0.311364	0.011109	0.034735	536	438	17.000000	20.000000	0.000000
0.317156	0.011312	0.035042	536	439	17.000000	20.000000	0.000000
0.334455	0.011933	0.036300	544	440	17.000000	20.000000	0.000000
0.357815	0.012816	0.039236	554	441	17.000000	20.000000	0.000000
0.381773	0.013792	0.042172	556	440	17.000000	20.000000	0.000000
0.406358	0.014845	0.043433	562	441	17.000000	20.000000	0.000000
0.408388	0.014939	0.044082	559	440	17.000000	20.000000	0.000000
0.425474	0.015695	0.044436	559	440	17.000000	20.000000	0.000000
0.445058	0.016538	0.042339	564	441	17.000000	20.000000	0.000000
0.468983	0.017487	0.036464	560	441	17.000000	20.000000	0.000000
0.491256	0.018248	0.031849	564	440	17.000000	20.000000	0.000000
0.513310	0.018914	0.028498	565	441	17.000000	20.000000	0.000000
0.534738	0.019467	0.023047	572	441	17.000000	20.000000	0.000000
0.538112	0.019535	0.020700	575	439	17.000000	20.000000	0.000000
0.552798	0.019792	0.012846	582	440	17.000000	20.000000	0.000000
0.557892	0.019899	0.013285	580	439	17.000000	20.000000	0.000000
0.565588	0.019994	0.011382	583	440	17.000000	20.000000	0.000000
0.574282	0.020093	0.011382	585	439	17.000000	20.000000	0.000000
0.589775	0.020296	0.013904	587	441	17.000000	20.000000	0.000000
0.611849	0.020598	0.013472	597	441	17.000000	20.000000	0.000000
0.634941	0.020890	0.011789	638	439	17.000000	20.000000	0.000000
0.662518	0.021215	0.013209	651	439	17.000000	20.000000	0.000000
0.669304	0.021329	0.016739	658	439	17.000000	20.000000	0.000000
0.688877	0.021732	0.022616	669	441	17.000000	20.000000	0.000000
0.714940	0.022388	0.027645	682	441	17.000000	20.000000	0.000000
0.716372	0.022431	0.028287	690	440	17.000000	20.000000	0.000000
0.735737	0.022991	0.030146	696	440	17.000000	20.000000	0.000000
0.754457	0.023556	0.030145	708	440	17.000000	20.000000	0.000000
0.776979	0.024231	0.029726	719	441	17.000000	20.000000	0.000000
0.798473	0.024838	0.026797	727	441	17.000000	20.000000	0.000000
0.820629	0.025427	0.026377	734	441	17.000000	20.000000	0.000000
0.842650	0.026103	0.035182	744	441	17.000000	20.000000	0.000000
0.863188	0.026949	0.047779	748	441	17.000000	20.000000	0.000000
0.866655	0.027100	0.050509	758	440	17.000000	20.000000	0.000000
0.880297	0.027805	0.053002	759	441	17.000000	20.000000	0.000000
0.897700	0.028728	0.052992	766	441	17.000000	20.000000	0.000000
0.919312	0.029918	0.057171	788	441	17.000000	20.000000	0.000000
0.940275	0.031131	0.058440	799	441	17.000000	20.000000	0.000000
0.941701	0.031221	0.059220	811	441	17.000000	20.000000	0.000000
0.957285	0.032154	0.060586	820	441	17.000000	20.000000	0.000000
0.962225	0.032460	0.062707	828	440	17.000000	20.000000	0.000000
0.971239	0.033057	0.069062	835	441	17.000000	20.000000	0.000000
0.985956	0.034167	0.078305	848	439	17.000000	20.000000	0.000000
1.008481	0.035935	0.091244	850	440	17.000000	20.000000	0.000000
1.013897	0.036369	0.100959	850	439	17.000000	20.000000	0.000000
1.019333	0.036936	0.104062	844	440	17.000000	20.000000	0.000000
1.035142	0.038569	0.102377	846	441	17.000000	20.000000	0.000000
1.056020	0.040744	0.105302	850	441	17.000000	20.000000	0.000000
1.076847	0.043126	0.122048	842	440	17.000000	20.000000	0.000000
1.096276	0.045839	0.159008	842	440	17.000000	20.000000	0.000000
1.112169	0.048816	0.216854	828	440	17.000000	20.000000	0.000000
1.126439	0.052481	0.284978	834	440	17.000000	20.000000	0.000000
1.139531	0.056817	0.361457	829	441	17.000000	20.000000	0.000000
1.150499	0.061429	0.439110	828	440	17.000000	20.000000	0.000000
1.152434	0.062267	0.451975	832	440	17.000000	20.000000	0.000000
1.159317	0.065789	0.503737	834	441	17.000000	20.000000	0.000000
1.159695	0.065994	0.506617	827	439	17.000000	20.000000	0.000000
1.164916	0.069030	0.548566	819	440	17.000000	20.000000	0.000000
1.171630	0.073469	0.604482	833	441	17.000000	20.000000	0.000000
1.171996	0.073728	0.607603	842	441	17.000000	20.000000	0.000000
1.178017	0.078066	0.659151	826	442	17.000000	20.000000	0.000000
1.183418	0.082528	0.706976	832	441	17.000000	20.000000	0.000000
1.189325	0.087816	0.761220	834	441	17.000000	20.000000	0.000000
1.189884	0.088340	0.766461	829	440	17.000000	20.000000	0.000000
1.193508	0.091915	0.801816	821	439	17.000000	20.000000	0.000000
1.197543	0.096088	0.842128	801	440	17.000000	20.000000	0.000000
1.198963	0.097653	0.856809	799	440	17.000000	20.000000	0.000000
1.200390	0.099341	0.871320	805	441	17.000000	20.000000	0.000000
1.200432	0.099392	0.871781	801	440	17.000000	20.000000	0.000000
1.202727	0.102189	0.896094	796	441	17.000000	20.000000	0.000000
1.206092	0.106630	0.934796	774	441	17.000000	20.000000	0.000000
1.210523	0.112993	0.988656	792	441	17.000000	20.000000	0.000000
1.214803	0.119924	1.045249	783	440	17.000000	20.000000	0.000000
1.218644	0.126977	1.101043	814	442	17.000000	20.000000	0.000000
1.221744	0.133449	1.150892	821	440	17.000000	20.000000	0.000000
1.222250	0.134561	1.159387	808	439	17.000000	20.000000	0.000000
1.224037	0.138773	1.191161	819	439	17.000000	20.000000	0.000000
1.225296	0.142065	1.215639	825	440	17.000000	20.000000	0.000000
1.229959	0.154734	1.308559	782	440	17.000000	20.000000	0.000000
1.230071	0.155150	1.310695	782	440	17.000000	20.000000	0.000000
1.230112	0.155305	1.311805	727	441	17.000000	20.000000	0.000000
