0.000060	0.000000	0.001258	801	1023	22.000000	19.000000	0.000000
0.000242	0.000001	0.005044	808	1023	22.000000	19.000000	0.000000
-0.000424	-0.000006	0.008774	814	1023	22.000000	19.000000	0.000000
-0.000846	-0.000010	0.006676	801	1023	22.000000	18.000000	0.000000
-0.000484	-0.000008	0.005004	808	1023	22.000000	18.000000	0.000000
-0.000122	-0.000003	0.012566	804	1023	22.000000	18.000000	0.000000
0.000358	0.000004	0.022575	803	1023	22.000000	18.000000	0.000000
-0.000186	-0.000008	0.022998	802	1023	22.000000	18.000000	0.000000
-0.000305	-0.000010	0.022212	809	1023	22.000000	18.000000	0.000000
-0.000363	-0.000010	0.024320	801	1023	22.000000	18.000000	0.000000
0.000658	0.000014	0.023850	799	1023	22.000000	18.000000	0.000000
0.001321	0.000027	0.013370	804	1023	22.000000	18.000000	0.000000
0.002045	0.000037	0.015053	801	1023	22.000000	19.000000	0.000000
0.002613	0.000049	0.019443	807	1023	22.000000	19.000000	0.000000
0.003826	0.000077	0.031865	803	1023	22.000000	19.000000	0.000000
0.003886	0.000079	0.032277	805	1023	22.000000	19.000000	0.000000
0.002064	0.000034	0.022943	816	1023	22.000000	19.000000	0.000000
0.000963	0.000008	0.019364	803	1023	22.000000	19.000000	0.000000
0.000903	0.000007	0.019949	801	1023	22.000000	19.000000	0.000000
0.001310	0.000015	0.023583	805	1023	22.000000	19.000000	0.000000
0.001563	0.000021	0.025365	797	1023	22.000000	19.000000	0.000000
0.002940	0.000066	0.034095	800	1023	22.000000	19.000000	0.000000
0.003911	0.000099	0.037485	802	1023	22.000000	19.000000	0.000000
0.002342	0.000052	0.029106	802	1023	21.000000	19.000000	0.000000
0.001134	0.000016	0.025745	803	1023	21.000000	19.000000	0.000000
0.001073	0.000015	0.025328	802	1023	21.000000	19.000000	0.000000
0.002583	0.000041	0.019040	808	1023	21.000000	19.000000	0.000000
0.009362	0.000149	0.014807	813	1023	21.000000	18.000000	0.000000
0.012489	0.000214	0.004324	806	1023	21.000000	18.000000	0.000000
0.010651	0.000207	-0.016799	802	1023	21.000000	18.000000	0.000000
0.013126	0.000140	-0.027170	802	1023	21.000000	18.000000	0.000000
