0.000000	0.000000	-0.000839	492	487	19.000000	20.000000
0.007786	-0.000194	-0.024892	494	487	19.000000	20.000000
0.025130	-0.000863	-0.049722	488	487	19.000000	20.000000
0.044442	-0.001654	-0.032527	495	491	19.000000	20.000000
0.076328	-0.002081	-0.004833	495	491	19.000000	20.000000
0.076417	-0.002090	-0.005199	495	491	19.000000	20.000000
0.076234	-0.002090	-0.005314	495	491	19.000000	20.000000
0.128882	-0.001907	0.009781	484	487	19.000000	20.000000
0.196721	-0.000699	0.024488	484	487	19.000000	20.000000
0.196456	-0.000705	0.024461	484	487	19.000000	20.000000
0.196526	-0.000687	0.024882	484	487	19.000000	20.000000
0.279166	0.002848	0.057154	484	487	19.000000	20.000000
0.279247	0.002833	0.056740	484	487	19.000000	20.000000
0.279395	0.002859	0.057181	484	487	19.000000	20.000000
0.368477	0.010203	0.108751	484	487	19.000000	20.000000
0.369091	0.010272	0.109450	484	487	19.000000	20.000000
0.368369	0.010211	0.109147	484	487	19.000000	20.000000
0.448904	0.022823	0.207630	472	488	19.000000	20.000000
0.518952	0.045133	0.416995	472	488	19.000000	20.000000
0.518809	0.045069	0.416397	472	488	19.000000	20.000000
0.519098	0.045198	0.417598	472	488	19.000000	20.000000
0.574972	0.082340	0.770518	476	488	19.000000	20.000000
0.608374	0.121652	1.030091	476	488	19.000000	20.000000
0.608419	0.121734	1.030733	476	488	19.000000	20.000000
0.608284	0.121540	1.029959	476	488	19.000000	20.000000
0.629135	0.164110	1.173506	476	488	19.000000	20.000000
0.629075	0.164009	1.173791	476	488	19.000000	20.000000
0.629157	0.164190	1.173979	476	488	19.000000	20.000000
0.645115	0.217152	1.385362	476	488	19.000000	20.000000
0.645140	0.217293	1.386074	476	488	19.000000	20.000000
0.645084	0.217065	1.385673	476	488	19.000000	20.000000
0.652691	0.288304	1.513193	476	488	19.000000	20.000000
0.652706	0.288167	1.512453	476	488	19.000000	20.000000
0.652712	0.288666	1.514046	476	488	19.000000	20.000000
0.656819	0.375491	1.533197	476	488	19.000000	20.000000
0.656833	0.375381	1.532764	476	488	19.000000	20.000000
0.656808	0.375230	1.533158	476	488	19.000000	20.000000
0.656558	0.451582	1.626669	476	488	19.000000	20.000000
0.656546	0.451812	1.627116	476	488	19.000000	20.000000
0.656572	0.451427	1.626234	476	488	19.000000	20.000000
0.640480	0.527665	1.894136	466	488	19.000000	20.000000
0.640470	0.527617	1.893701	466	488	19.000000	20.000000
0.640469	0.527567	1.894157	466	488	19.000000	20.000000
0.591951	0.614932	2.221032	466	488	19.000000	20.000000
0.591880	0.615080	2.221041	466	488	19.000000	20.000000
0.592049	0.614829	2.220267	466	488	19.000000	20.000000
0.508581	0.698110	2.483343	466	488	19.000000	20.000000
0.508836	0.697884	2.482757	466	488	19.000000	20.000000
0.508789	0.697955	2.482390	466	488	19.000000	20.000000
0.392535	0.765330	2.729741	466	488	19.000000	20.000000
0.392712	0.765200	2.729863	466	488	19.000000	20.000000
0.392858	0.765159	2.729272	466	488	19.000000	20.000000
0.272151	0.808503	2.886152	466	488	19.000000	20.000000
0.272048	0.808557	2.885830	466	488	19.000000	20.000000
0.271810	0.808606	2.886581	466	488	19.000000	20.000000
0.157211	0.835033	2.940156	466	488	19.000000	20.000000
0.156998	0.835079	2.940200	466	488	19.000000	20.000000
0.157136	0.835075	2.939746	466	488	19.000000	20.000000
0.018165	0.861919	2.959490	466	488	19.000000	20.000000
0.018077	0.861969	2.959086	466	488	19.000000	20.000000
0.018300	0.861929	2.959039	466	488	19.000000	20.000000
-0.092802	0.886322	2.847877	465	487	19.000000	20.000000
